0,category
"{'embedding': [-0.6548024415969849, -0.5119938850402832, -0.3184654414653778, -0.4855598509311676, 0.41676074266433716, 0.289127379655838, -0.24846036732196808, 0.13422484695911407, 0.2676931619644165, 0.215737983584404, 0.1833469271659851, 0.03851649910211563, 0.19962279498577118, -0.6743053197860718, 0.06078408285975456, -0.2807592749595642, 0.319418340921402, -0.11862021684646606, 0.41604357957839966, -0.4166262149810791, 0.368975967168808, -0.35146579146385193, -0.07431284338235855, 0.5327181816101074, 0.24130553007125854, -0.21624204516410828, 0.7077959775924683, -0.12437114119529724, -0.5008679628372192, -0.351298987865448, -0.4041435718536377, 0.48371782898902893, -0.1468881517648697, 0.1945839822292328, 0.5050203800201416, 0.021045532077550888, 0.24656066298484802, -0.44829481840133667, 0.42065927386283875, -0.3453368842601776, 0.44509270787239075, 0.5294461250305176, 0.40869855880737305, 0.44785648584365845, -0.15438033640384674, -0.5466562509536743, 0.2972032427787781, -0.6315784454345703, 0.44533276557922363, 0.10800464451313019, -0.7486377954483032, 0.35750532150268555, 0.3019610047340393, -0.5402994155883789, -0.061997514218091965, 0.004315861500799656, 0.4221508800983429, -0.25375205278396606, -0.2973925769329071, -0.7896133661270142, 0.053240567445755005, 0.19320611655712128, -0.37100252509117126, 0.41522416472435, 0.12870416045188904, 0.6958456635475159, 0.22550910711288452, 0.21380703151226044, -0.10375209152698517, -0.3342401683330536, 0.14297519624233246, -0.25593116879463196, 0.11959464848041534, -0.5380803346633911, 0.42499780654907227, -0.3969089388847351, -0.12498629838228226, 0.21135380864143372, -0.3264786899089813, -0.22912396490573883, -0.22350680828094482, 0.11302676796913147, -0.1133699119091034, 0.09404191374778748, 0.24976012110710144, 0.6894432306289673, 0.3982306718826294, 0.07756173610687256, -0.854636549949646, 0.8170580863952637, 0.22689418494701385, 0.48405012488365173, -0.7469468116760254, 0.0899757519364357, 0.5957998633384705, 0.599388837814331, -0.31380346417427063, -0.6124748587608337, -0.8840269446372986, 0.48635947704315186, -0.1819211095571518, 0.1210341826081276, 0.05518976226449013, -0.7580782175064087, -0.09346667677164078, -0.22629672288894653, -0.19331172108650208, -0.14149819314479828, 0.039417095482349396, -0.45848479866981506, -0.12026486545801163, -0.23521365225315094, 0.6684951782226562, 0.41998404264450073, -0.2652413547039032, 0.20962846279144287, -0.3399542570114136, 0.33387142419815063, 0.7542513608932495, 0.4959990084171295, -0.4065691828727722, -0.6240743398666382, 0.5002965331077576, 0.20007918775081635, 0.58985435962677, -0.8660410046577454, 1.1708828210830688, 0.058521319180727005], 'facial_area': {'x': 154, 'y': 182, 'w': 711, 'h': 711}}",0
"{'embedding': [-0.7297273874282837, -0.471937894821167, -0.03732817620038986, -0.4198070168495178, -0.15142938494682312, -0.2993016839027405, -0.1493409425020218, -0.11772496998310089, -0.1927163004875183, -0.30457210540771484, 0.1994864046573639, 0.4620833098888397, 0.3595835566520691, -0.3306819796562195, -0.1242072731256485, -0.09709343314170837, 0.8410248756408691, -0.3408174514770508, 0.19703787565231323, -0.5214846134185791, -0.13338331878185272, -0.3367643654346466, -0.3347388505935669, -0.3189123272895813, -0.10333240032196045, 0.09035232663154602, 0.7559179067611694, 0.03331300988793373, -0.14330442249774933, -0.19223631918430328, -0.5256775617599487, 0.053255777806043625, 0.07661610096693039, 0.3882293403148651, 0.4965556263923645, 0.05149678513407707, 1.0525541305541992, -0.15008407831192017, -0.16411781311035156, -0.22378799319267273, 0.22759366035461426, 0.8299201130867004, 0.3808055818080902, 0.5380706787109375, -0.3907986879348755, -0.5637418031692505, 0.25991886854171753, -0.6215481758117676, 0.6642560362815857, -0.00043443962931632996, -0.6257176995277405, -0.3735090494155884, 0.47425565123558044, -0.5131479501724243, -0.2196754366159439, 0.1912669539451599, 0.5765397548675537, 0.47024744749069214, -0.18881238996982574, -1.0291887521743774, -0.9236663579940796, 0.5598353743553162, -0.445732444524765, 0.8214829564094543, -0.4293633997440338, 1.1227558851242065, 0.1469593048095703, 0.06417792290449142, 0.4581056833267212, -0.2562364637851715, 0.7814928889274597, -0.2194400429725647, -0.20822688937187195, -0.6241996884346008, 0.26767241954803467, 0.014147169888019562, -0.09074003249406815, 0.08113152533769608, 0.039590008556842804, -0.8203505873680115, -0.2713701128959656, -0.3313424289226532, -0.39914387464523315, -0.33548638224601746, 0.4430314898490906, 0.5714021921157837, 0.2714155316352844, 0.5498958826065063, -0.8346045017242432, 1.0541388988494873, -0.02870587259531021, 0.053111396729946136, -0.13224606215953827, -0.20274189114570618, 0.22033020853996277, 0.8634830117225647, 0.1823062151670456, -0.44875478744506836, -0.21010711789131165, 0.5544189810752869, 0.08600077033042908, 0.31097301840782166, 0.6421890258789062, -0.5251548290252686, 0.15604108572006226, 0.49344444274902344, -0.04492459073662758, -0.592734694480896, -0.5440772771835327, -0.45368435978889465, 0.20924614369869232, 0.25430721044540405, 0.26971063017845154, 0.5908569693565369, -0.24460500478744507, 0.14236919581890106, -0.5387063026428223, 0.3203917443752289, 0.9246588349342346, 0.12548227608203888, -0.19655464589595795, -0.8455768823623657, 0.29799944162368774, 0.008377375081181526, 0.5241761803627014, -0.3161625564098358, 1.2093837261199951, 0.2981244623661041], 'facial_area': {'x': 188, 'y': 212, 'w': 651, 'h': 651}}",0
"{'embedding': [-0.5516840219497681, -0.7316979169845581, -0.09665397554636002, -0.5220925211906433, 0.46434590220451355, -0.35905933380126953, -0.2437756210565567, 0.26801425218582153, 0.0692141130566597, 0.19600528478622437, 0.331816166639328, 0.3482125401496887, 0.4237355589866638, -0.42418912053108215, -0.059326305985450745, -0.13771465420722961, 0.22056680917739868, -0.1670876145362854, 0.3689972758293152, -0.4099155366420746, -0.2328002154827118, 0.04927647113800049, -0.29507291316986084, 0.33313924074172974, 0.18775701522827148, -0.2763620615005493, 0.8052012920379639, 0.15073412656784058, -0.26787489652633667, -0.6300010085105896, -0.7637853622436523, 0.2482832968235016, -0.20132169127464294, 0.06381215900182724, 0.4049389660358429, 0.16728565096855164, 0.5067583322525024, -0.3981756567955017, -0.24128028750419617, -0.22363391518592834, 0.19120776653289795, 0.20975132286548615, 0.23795123398303986, 0.644334614276886, -0.5339252948760986, -0.8166964054107666, 0.2627820372581482, -0.5306401252746582, 0.31557226181030273, 0.19295738637447357, -1.0834637880325317, 0.3302213251590729, 0.13552647829055786, -0.4409624934196472, -0.1183466911315918, -0.12255345284938812, 0.5553476810455322, 0.38880977034568787, -0.43622446060180664, -0.8582806587219238, -0.47961294651031494, 0.1353163719177246, -0.5270662903785706, 0.5608950257301331, -0.0078379325568676, 1.1443670988082886, 0.1954825073480606, 0.36490124464035034, 0.09534791857004166, -0.527762770652771, 0.17908459901809692, -0.4739985167980194, -0.1533537060022354, -0.17954060435295105, 0.4112348258495331, -0.20257249474525452, -0.14671990275382996, 0.07145032286643982, -0.2893827557563782, -0.28126776218414307, -0.3682571351528168, -0.09702053666114807, -0.33129027485847473, -0.0925692543387413, 0.5911005139350891, 0.39439934492111206, 0.04770682007074356, 0.40906280279159546, -0.4675067067146301, 0.9293451905250549, 0.07261809706687927, 0.012333011254668236, -0.23609845340251923, -0.2742702066898346, 0.5464997291564941, 0.6495108008384705, -0.4317086637020111, -0.3695358633995056, -0.3952113389968872, 0.232940211892128, -0.09093378484249115, 0.2660010755062103, 0.35932138562202454, -0.9844814538955688, -0.007685340940952301, 0.18708108365535736, 0.30427244305610657, -0.3631312847137451, 0.08580367267131805, -0.758207380771637, 0.30813702940940857, 0.24320118129253387, 0.6187443733215332, 0.3527568578720093, 0.0030173398554325104, 0.2734202444553375, -0.09734399616718292, 0.3437204360961914, 0.8912639617919922, 0.7780919671058655, -0.4151495695114136, -0.42495957016944885, 0.0004315227270126343, -0.01766125112771988, 0.777998685836792, -0.30422738194465637, 1.055856466293335, 0.37818413972854614], 'facial_area': {'x': 138, 'y': 185, 'w': 730, 'h': 730}}",0
"{'embedding': [-0.32663440704345703, -0.5580335855484009, -0.15535476803779602, -0.6682350039482117, 0.23551106452941895, 0.07738838344812393, -0.18360532820224762, 0.055845845490694046, -0.05676582455635071, -0.0016185976564884186, 0.3467194139957428, 0.15224380791187286, 0.2542402744293213, -0.600144624710083, -0.20667049288749695, -0.2870519757270813, 0.22598056495189667, -0.08987478911876678, 0.6247878670692444, -0.5245969295501709, -0.0846945121884346, -0.21453283727169037, -0.07382947206497192, 0.12055984139442444, 0.17159414291381836, -0.2172061800956726, 0.5576603412628174, 0.09517207741737366, -0.49317991733551025, -0.490366667509079, -0.6714032888412476, 0.21015459299087524, -0.2445308268070221, -0.006587132811546326, 0.3440399765968323, 0.22617024183273315, 0.3790557086467743, -0.12412921339273453, 0.47273746132850647, -0.21737539768218994, 0.5926682353019714, 0.1987886279821396, 0.3870095908641815, 0.35594314336776733, -0.10719989240169525, -0.7243240475654602, 0.0006899312138557434, -0.5193600654602051, 0.41184818744659424, -0.23497110605239868, -0.7947840094566345, 0.321710467338562, 0.13493114709854126, -0.46260908246040344, -0.33451133966445923, 0.4562254548072815, 0.25978389382362366, -0.09144662320613861, -0.34517520666122437, -0.7069013714790344, -0.04423660784959793, 0.111710324883461, -0.3284229338169098, 0.39897432923316956, -0.08743294328451157, 0.843867838382721, 0.2164078801870346, 0.012193242087960243, -0.1762949526309967, -0.3065093457698822, 0.1751813441514969, -0.056407175958156586, 0.1765277087688446, -0.4735029339790344, 0.5627314448356628, -0.37440982460975647, -0.27253711223602295, 0.4095328450202942, -0.16212186217308044, -0.33150190114974976, -0.04252994805574417, 0.031322456896305084, -0.39238494634628296, -0.04217754304409027, 0.30104848742485046, 0.3080277442932129, 0.208318293094635, 0.03682225942611694, -0.5776448249816895, 0.8416424989700317, 0.24695956707000732, 0.2692071795463562, -0.37149977684020996, -0.12240070849657059, 0.3958277404308319, 0.47085729241371155, -0.13943420350551605, -0.6324476003646851, -0.5516662001609802, 0.3503626585006714, -0.10172027349472046, 0.12157607823610306, 0.5103459358215332, -0.74754399061203, 0.14843523502349854, 0.09829510748386383, 0.24397343397140503, -0.42991700768470764, -0.21957094967365265, -0.5965740084648132, 0.2717724144458771, 0.21301458775997162, 0.6166492700576782, 0.3560556173324585, 0.0021028220653533936, 0.20690476894378662, -0.32527363300323486, 0.8036468625068665, 0.7239902019500732, 0.6181647777557373, -0.5876057147979736, -0.4412717819213867, 0.5774319767951965, 0.5641047358512878, 0.47649329900741577, -0.409600168466568, 0.8869109749794006, 0.19441929459571838], 'facial_area': {'x': 183, 'y': 219, 'w': 634, 'h': 634}}",0
"{'embedding': [-0.5519509315490723, -0.5423424243927002, 0.12157084792852402, -0.6655221581459045, 0.2914814054965973, -0.29393815994262695, -0.26307547092437744, -0.011869009584188461, -0.2660757303237915, -0.08832857012748718, 0.34347572922706604, 0.3874887228012085, 0.26836323738098145, -0.5530757904052734, -0.13431520760059357, -0.3452196717262268, 0.3828473687171936, -0.049291204661130905, 0.34541475772857666, -0.4795188009738922, 0.06888867914676666, -0.09492955356836319, -0.24397388100624084, -0.0387401208281517, 0.24034075438976288, -0.18722590804100037, 0.695160984992981, 0.19149242341518402, -0.1894892305135727, -0.42077627778053284, -0.546027660369873, 0.1524539291858673, -0.13585947453975677, 0.1748162806034088, 0.5422248244285583, 0.0927332192659378, 0.5698228478431702, -0.3087630271911621, -0.022508278489112854, -0.19947703182697296, 0.35573482513427734, 0.4957447648048401, 0.339890718460083, 0.5558528900146484, -0.3418695330619812, -0.9231339693069458, 0.14701691269874573, -0.6120010614395142, 0.5915027856826782, -0.15232272446155548, -0.868873119354248, 0.19098185002803802, 0.42309364676475525, -0.6497080326080322, -0.10003155469894409, 0.2633865177631378, 0.5929399728775024, 0.1692282259464264, -0.18242715299129486, -0.9331427812576294, -0.3213382959365845, 0.1614568531513214, -0.29779526591300964, 0.6307274699211121, -0.29084011912345886, 1.0602030754089355, 0.2013053596019745, 0.2482297271490097, -0.016596559435129166, -0.3046495020389557, 0.1177779957652092, -0.2400924265384674, -0.035154301673173904, -0.5289281010627747, 0.2313249707221985, -0.2790624499320984, -0.2047685980796814, 0.21428056061267853, -0.22507286071777344, -0.5775778889656067, -0.17695921659469604, -0.015609897673130035, -0.4359050989151001, 0.12019357085227966, 0.4786950349807739, 0.4984983503818512, 0.2257990539073944, 0.2804674506187439, -0.7286920547485352, 1.072204828262329, 0.0560133159160614, 0.30491742491722107, -0.3311539888381958, -0.25906288623809814, 0.46893468499183655, 0.4019964635372162, -0.042166389524936676, -0.7762041091918945, 0.025560900568962097, 0.39052489399909973, -0.1146128699183464, 0.24730777740478516, 0.5242395401000977, -0.6998132467269897, 0.3109697699546814, 0.30053478479385376, 0.021881211549043655, -0.30218008160591125, -0.25902676582336426, -0.7427608370780945, 0.2642958462238312, 0.06443033367395401, 0.6270114183425903, 0.5676940679550171, 0.14249199628829956, 0.3207847476005554, -0.2623741030693054, 0.5950863361358643, 1.0849610567092896, 0.5724843144416809, -0.3590255379676819, -0.5073198080062866, 0.12864266335964203, 0.21809008717536926, 0.6680111885070801, -0.4266175925731659, 0.9465608596801758, 0.19770567119121552], 'facial_area': {'x': 207, 'y': 223, 'w': 621, 'h': 621}}",0
"{'embedding': [0.26717257499694824, -0.8376189470291138, -0.3400363326072693, 1.8210240602493286, 0.6041813492774963, -0.22547228634357452, 0.24121157824993134, -0.06363680958747864, 0.7630948424339294, 1.71466863155365, -0.8378509879112244, -2.351069450378418, -0.43380969762802124, -0.5597702860832214, -0.06437285244464874, -0.3663736581802368, 2.387596845626831, -0.031005026772618294, -0.5597435832023621, -1.2237918376922607, 1.2095904350280762, 0.9354354739189148, 0.3991551399230957, 0.4127296507358551, 0.8547404408454895, -0.8903148770332336, 0.16644202172756195, 0.03245345875620842, 2.0695111751556396, -0.7278081774711609, -0.11220124363899231, -0.44242438673973083, 0.0075587322935462, -0.8144721388816833, 2.501868963241577, 0.04082043096423149, -1.777629017829895, 2.550530195236206, -0.9708396792411804, -0.16967812180519104, -1.0664538145065308, 0.9726319909095764, 0.15411420166492462, -0.9397692084312439, 0.8458704352378845, -0.3171354830265045, 0.24510708451271057, 0.9206225872039795, 1.1723308563232422, 0.12603890895843506, -0.9588988423347473, 1.4812947511672974, -1.4657669067382812, 0.47359713912010193, -0.4444817304611206, 1.4488986730575562, -0.22792871296405792, -0.9903393387794495, -2.0600051879882812, -0.0248260498046875, -0.6575883030891418, 0.03266578167676926, 0.1677987426519394, 0.17133517563343048, -0.6146281957626343, 1.9532610177993774, 0.4215570092201233, 3.098036050796509, 0.6651829481124878, 0.5454026460647583, -0.21835008263587952, 0.030393332242965698, -0.42900192737579346, -2.0726399421691895, 0.7912346720695496, -0.7675502896308899, -0.3231648802757263, -1.5802953243255615, -2.627228021621704, 0.22014452517032623, -0.04878357797861099, 0.0700378343462944, 1.1929659843444824, 0.2165561020374298, -0.25475630164146423, 1.267447829246521, 0.2880861759185791, -1.9219733476638794, -0.22165189683437347, -1.0895605087280273, 0.916891872882843, 1.7971675395965576, 1.888833999633789, 1.3394224643707275, 0.08362226188182831, 0.08838342130184174, -1.0379337072372437, 1.271360158920288, 0.009831070899963379, 1.2927844524383545, -0.05087548494338989, 2.3186194896698, -0.12058046460151672, -0.2402307540178299, 1.3652243614196777, 0.12413834035396576, -1.0808831453323364, -0.1649552881717682, -0.2640364468097687, -0.48533374071121216, -1.0918560028076172, 0.06335625052452087, -1.28379225730896, 0.7889099717140198, -1.759824275970459, -0.32653144001960754, -0.7743302583694458, 0.3882831931114197, -0.9893505573272705, -0.4708236753940582, 0.7192061543464661, 1.108338713645935, 0.047534018754959106, -1.0529414415359497, 0.5482895970344543, 0.6313467025756836, -0.5191327333450317, 0.5263810157775879], 'facial_area': {'x': 171, 'y': 190, 'w': 683, 'h': 683}}",0
"{'embedding': [-0.5440458059310913, 0.041033871471881866, -0.15953022241592407, 1.9251248836517334, 1.4198782444000244, 1.0682580471038818, 0.40940675139427185, 0.44656920433044434, 0.283338338136673, 1.7989585399627686, 2.098177671432495, -2.6892411708831787, -1.7989834547042847, -1.2866714000701904, -1.1527135372161865, 0.27990657091140747, 2.0196356773376465, 0.5710461735725403, -0.4005424976348877, -0.1670060008764267, 1.009679913520813, 0.7026859521865845, 0.23218199610710144, -0.22673752903938293, 0.024975767359137535, -1.5519485473632812, -0.5781141519546509, -0.41711336374282837, 0.41093409061431885, -0.060147807002067566, 1.4933010339736938, -1.9017438888549805, 0.4723643362522125, -1.7528517246246338, 1.754262924194336, 0.3158210813999176, -0.5376401543617249, 1.6641051769256592, -0.1451602280139923, 0.053564924746751785, -0.9903358817100525, 0.03771033138036728, 0.36140310764312744, 0.396699994802475, 1.1974691152572632, -0.34437084197998047, 0.14319729804992676, 0.8814876079559326, 1.726230502128601, 0.6230406761169434, -0.8668566346168518, 1.7024530172348022, 0.07936138659715652, -0.04736768454313278, -0.6564911603927612, 1.5991864204406738, 0.7213703393936157, -0.859235942363739, -1.0808640718460083, 0.40304023027420044, 0.2036406695842743, 0.8310678601264954, 1.391474962234497, 0.4968964159488678, 0.24439731240272522, 1.0389082431793213, 0.1725068986415863, 2.5400373935699463, -0.19355377554893494, 0.42347052693367004, -1.154046654701233, -0.6423434019088745, -1.7182292938232422, -2.2017087936401367, 0.9520164728164673, 0.5085575580596924, -0.7265905141830444, 0.1688355654478073, -2.286381483078003, 1.8188221454620361, -0.08499255031347275, 0.15014076232910156, 1.0675759315490723, -0.5471303462982178, 0.22140952944755554, 1.7339085340499878, -2.053398609161377, 0.5812007784843445, -0.4959992468357086, -1.4207254648208618, 1.0618982315063477, 1.916216492652893, 1.6473156213760376, 2.507131338119507, 0.14018669724464417, -1.1152127981185913, -1.8314225673675537, -0.6139950156211853, -0.2245028167963028, 1.238759160041809, -0.021121276542544365, 1.3967839479446411, 0.045395221561193466, -0.7067957520484924, 0.4609551429748535, -0.6152282357215881, -0.6975242495536804, 0.7101333141326904, -0.5059707164764404, -0.7180591821670532, -1.2308982610702515, 0.2513146996498108, -0.39423495531082153, 1.2587153911590576, -2.2903590202331543, -0.6103500127792358, 0.27970942854881287, -0.06439854204654694, -1.0443661212921143, 1.1549128293991089, 0.12494425475597382, 0.2660987377166748, 0.26925408840179443, -1.6822024583816528, 0.38140982389450073, -0.7611024975776672, -0.15187835693359375, 0.15102000534534454], 'facial_area': {'x': 167, 'y': 222, 'w': 669, 'h': 669}}",0
"{'embedding': [-0.05605888366699219, -0.2880744934082031, -0.9247869253158569, 0.8627782464027405, 1.7195451259613037, -0.27751660346984863, -0.17876951396465302, -0.008149510249495506, 0.8039548397064209, 1.6921919584274292, -0.6258757710456848, -2.3553547859191895, -0.8944132924079895, 1.0782477855682373, -0.09860055148601532, -0.6462631821632385, 1.7560585737228394, -0.7017079591751099, -0.719740629196167, -1.3918843269348145, 1.3791311979293823, 0.8493180274963379, 0.9805720448493958, 0.6080207824707031, -0.26681798696517944, -1.251280426979065, -0.5202429294586182, -1.1190227270126343, 1.624282956123352, -0.5193108320236206, 0.7993512153625488, -0.6963539123535156, -0.2402040958404541, -0.62275630235672, 2.199629068374634, -0.09940826892852783, -1.277025580406189, 1.6938824653625488, -0.1468963623046875, -0.09023766219615936, -1.4675257205963135, 0.31893235445022583, 0.4393126666545868, -1.1480193138122559, 0.47734740376472473, 0.40755677223205566, -0.9549866318702698, 0.38138118386268616, 1.1620198488235474, 0.7308458089828491, -2.0610759258270264, 1.5327203273773193, -1.742388367652893, 0.04770469665527344, -0.961201548576355, 0.5183865427970886, -0.649579644203186, -1.1693798303604126, -1.2814083099365234, -1.1938389539718628, -0.8123297095298767, 0.2843165993690491, 0.8691025376319885, 0.5878361463546753, -2.2121973037719727, 1.961798071861267, 0.01674090325832367, 2.333022356033325, 1.0806342363357544, 0.5261154174804688, -0.47452643513679504, 0.2512129545211792, 0.3447406589984894, -2.3465685844421387, 0.11571666598320007, -0.924174427986145, 0.33950307965278625, -1.9584282636642456, -2.884819507598877, -0.3238397240638733, -0.40713971853256226, 0.5561378002166748, 0.17767977714538574, 0.6518327593803406, -0.7381274104118347, 0.8032349944114685, -1.086585521697998, -1.822938084602356, -0.5989136695861816, -0.8356147408485413, 1.6278783082962036, 1.0281713008880615, 1.252442479133606, 1.5595735311508179, 0.31268638372421265, 0.15483887493610382, -0.420880526304245, 2.2862977981567383, -0.5899364352226257, 0.5846703052520752, -0.6922793388366699, 1.3841521739959717, 0.4160124659538269, 0.5973461270332336, 1.7130277156829834, -0.11429022252559662, -0.061387430876493454, 0.2515248954296112, -1.0740102529525757, -0.3030511736869812, 0.2886181175708771, -0.5182092189788818, -0.6309715509414673, 1.5396702289581299, -1.2377499341964722, -0.3237096965312958, 0.20084641873836517, -0.4218311905860901, -1.823678970336914, -0.11790043115615845, -0.2536890506744385, 1.4077930450439453, -0.02030114084482193, -1.8005458116531372, -0.5766068696975708, -0.4840022921562195, -0.6148114204406738, 0.16218622028827667], 'facial_area': {'x': 167, 'y': 204, 'w': 693, 'h': 693}}",0
"{'embedding': [-0.3230954706668854, 1.0922566652297974, -0.7325159311294556, 0.7736184000968933, 0.8505123853683472, -0.7057366967201233, -0.07796820253133774, 0.11136211454868317, 1.2992486953735352, 0.182936891913414, 1.084885597229004, -1.6165589094161987, -0.6403360366821289, -1.4986263513565063, -1.3869532346725464, -0.47297054529190063, 1.142621636390686, 0.2736189365386963, -1.4287400245666504, 1.076395869255066, 1.409406065940857, 0.46207112073898315, -0.3760291635990143, 0.28012362122535706, 0.4180428683757782, -0.20251110196113586, -1.2197939157485962, 0.1447363942861557, 0.5938239097595215, -0.7050067782402039, -0.3992858827114105, -0.8287678956985474, -0.42398694157600403, -0.578880250453949, 1.224591851234436, 1.1162317991256714, -0.28351449966430664, 0.23686105012893677, -0.3655971884727478, 0.6651338338851929, -0.47536543011665344, 1.1672016382217407, -0.22287774085998535, 0.8358154892921448, 0.5503612160682678, -0.2749759554862976, 0.12937256693840027, 2.038084030151367, 0.5525743961334229, 0.21436458826065063, -0.7746246457099915, 1.242224097251892, -1.2211297750473022, 0.2908896207809448, -0.6303737163543701, 0.4635859429836273, 0.7801418304443359, -0.7103655934333801, -0.571455180644989, 0.7512343525886536, 0.18250325322151184, 0.24872411787509918, -0.6659296751022339, 0.1585068255662918, 0.6463305950164795, 2.546675443649292, -0.2798193693161011, 2.071002244949341, 1.6009926795959473, -1.1512486934661865, -1.0215407609939575, -0.055868253111839294, -1.241562843322754, -1.0376631021499634, 0.4417862296104431, -0.043228451162576675, 0.11903905868530273, -0.7617378234863281, -1.081973910331726, 0.3671666383743286, -0.5110713839530945, -0.3578573763370514, 0.9708977937698364, -0.23261597752571106, 0.4573822021484375, 1.2747515439987183, -0.9025956988334656, -0.08196371048688889, -0.04503033682703972, 0.7050995826721191, 0.8323315382003784, 1.561689853668213, 1.5233793258666992, 1.1298936605453491, -0.5550276041030884, 0.6934455037117004, -0.5503620505332947, -0.6259991526603699, -1.474402904510498, 0.7524872422218323, 0.5570973753929138, 0.64560866355896, -0.6753591895103455, -0.6428883075714111, -0.9355940222740173, -0.38298189640045166, -0.0733560174703598, -0.21610945463180542, -0.16718906164169312, -0.1611345410346985, 0.05889417976140976, -0.5860763788223267, 0.2776777148246765, 0.7733622193336487, -0.5592945218086243, 0.6648987531661987, -0.49300915002822876, -0.1391136348247528, 1.103028655052185, 0.9532049298286438, 0.4629572033882141, 0.8265551328659058, -0.7596375346183777, -2.3278942108154297, -0.12643928825855255, -0.8643209338188171, 0.8171231150627136, -0.3251437842845917], 'facial_area': {'x': 187, 'y': 210, 'w': 660, 'h': 660}}",0
"{'embedding': [0.9917670488357544, 0.7964301109313965, -0.7321951985359192, 2.154628276824951, 1.579139232635498, -0.7740095257759094, -0.32987895607948303, 0.20514750480651855, 1.4493153095245361, 0.9370609521865845, 0.748019278049469, -2.4755618572235107, 0.29517000913619995, 0.8461730480194092, -0.28553321957588196, -0.44339847564697266, 2.1439952850341797, -0.9007971286773682, -1.7290514707565308, 0.06510677188634872, -0.046791110187768936, 2.024038314819336, 1.7109957933425903, 1.1437147855758667, -0.018166109919548035, -1.6485038995742798, -0.35018783807754517, 0.03963838890194893, 1.2206790447235107, 0.12552295625209808, -0.28572413325309753, -0.8147024512290955, -1.9234678745269775, -0.2990911602973938, 1.4047088623046875, 0.4933965802192688, -0.4617733359336853, 1.7111618518829346, -0.8207792639732361, 1.273880958557129, -1.0003920793533325, -0.09448816627264023, 1.7849361896514893, -0.926069974899292, 0.8181548118591309, 1.2529817819595337, -0.1675814539194107, 0.08315709233283997, 1.3118597269058228, 1.3503583669662476, -0.648026168346405, 0.945801854133606, -0.7994859218597412, 0.4151296317577362, -2.39916729927063, -0.3223113417625427, -0.5492466688156128, -1.2136231660842896, -2.5120296478271484, -0.840893030166626, -1.1527996063232422, 1.1148178577423096, 0.0016178116202354431, 0.28795769810676575, -0.9844816327095032, 1.7324448823928833, 0.6737900376319885, 2.016620635986328, 0.3442556858062744, 0.029930714517831802, 0.19130021333694458, 1.7226096391677856, 0.7488941550254822, -0.9684561491012573, -0.795896053314209, -0.22888582944869995, 1.1592323780059814, -1.5448111295700073, -2.503354072570801, -0.1575808972120285, -0.7995702624320984, 1.4371254444122314, 1.4973042011260986, 0.5972808599472046, -0.5370338559150696, 0.317574143409729, -0.08100663870573044, -2.0718154907226562, -0.18731756508350372, -1.3864895105361938, 1.9000071287155151, 1.6094979047775269, 1.846391201019287, 2.2182540893554688, 0.867699146270752, 0.13643765449523926, 0.45102718472480774, 3.267875909805298, -1.6453242301940918, -0.3930431008338928, 1.0824806690216064, 0.3419548571109772, 0.07613588124513626, 0.007699200883507729, 0.10279188305139542, 0.971799373626709, -0.0730402022600174, 0.16227585077285767, -0.6740862727165222, -0.5568659901618958, 0.4840797781944275, 0.2728779911994934, 0.4511365294456482, 0.9642684459686279, -0.6981170773506165, -0.2503662109375, -0.18046388030052185, -0.6079974174499512, -1.292926549911499, -0.07343244552612305, -0.4012485146522522, 0.9126441478729248, -0.026845663785934448, -2.369764566421509, -0.3709583878517151, -0.20066124200820923, -0.7719613313674927, -0.1611158847808838], 'facial_area': {'x': 169, 'y': 193, 'w': 702, 'h': 702}}",0
